179,13,1
59,10,1
195,192,3
55,47,1
10,144,2
101,157,1
105,46,1
58,66,2
159,91,1
139,15,1
168,35,7
71,49,1
180,102,6
33,71,1
71,114,1
135,110,5
40,191,1
74,192,2
146,35,1
141,17,1
15,5,5
4,196,4
199,18,1
80,122,2
183,50,1
35,80,5
98,189,7
76,85,1
138,126,6
142,87,1
65,24,1
107,89,1
58,90,2
138,72,6
26,87,1
165,154,11
35,169,1
77,29,1
126,31,1
162,4,2
64,198,2
82,161,1
34,72,2
32,199,1
56,28,28
8,94,2
166,187,1
16,164,4
166,46,2
36,95,1
109,115,1
81,175,1
73,105,1
106,82,2
57,11,1
161,2,1
120,66,6
132,158,2
161,119,7
16,22,2
47,35,1
116,179,1
9,33,3
53,118,1
17,69,1
158,138,2
120,34,2
155,10,5
98,71,1
142,193,1
4,37,1
153,48,3
179,120,1
47,85,1
122,149,1
162,71,1
69,173,1
31,84,1
196,154,14
2,79,1
64,162,2
59,114,1
134,150,2
42,97,1
145,157,1
188,114,2
164,59,1
135,69,3
70,46,2
55,88,11
72,59,1
115,109,1
22,95,1
30,95,5
1,91,1
183,57,3
59,37,1
22,175,1
114,72,6
43,38,1
51,62,1
92,48,4
53,163,1
161,65,1
90,183,3
101,76,1
48,154,2
60,13,1
117,92,1
51,92,1
129,127,1
46,80,2
109,180,1
25,199,1
69,179,1
94,85,1
121,27,1
81,123,3
90,182,2
177,188,1
96,149,1
61,13,1
5,141,1
191,22,1
82,185,1
51,91,1
119,158,1
49,50,1
168,103,1
139,161,1
8,125,1
165,91,1
99,150,3
23,114,1
95,99,1
33,77,11
121,79,1
67,149,1
144,69,3
82,5,1
132,41,1
37,144,1
11,154,11
149,156,1
149,81,1
199,120,1
67,188,1
151,71,1
156,131,1
170,73,1
115,46,23
100,96,4
175,72,1
134,81,1
130,58,2
180,128,4
8,50,2
170,154,2
37,87,1
168,84,84
142,49,1
143,3,1
46,5,1
168,140,28
135,99,9
189,51,3
186,27,3
52,6,2
158,156,2
106,25,1
73,183,1
75,134,1
191,137,1
165,153,3
123,77,1
85,147,1
93,95,1
56,63,7
11,109,1
31,92,1
48,124,4
22,76,2
37,143,1
140,75,5
57,154,1
182,94,2
24,195,3
196,126,14
181,90,1
36,171,9
66,90,6
132,197,1
61,188,1
160,135,5
56,169,1
90,198,18
119,156,1
91,140,7
77,101,1
59,117,1
51,10,1
26,183,1
195,150,15
9,182,1
140,40,20
35,47,1
107,168,1
69,12,3
85,160,5
11,106,1
68,29,1
146,108,2
5,185,5
165,49,1
89,32,1
83,176,1
80,3,1
144,58,2
37,142,1
147,87,3
77,186,1
109,30,1
168,179,1
2,88,2
173,148,1
155,3,1
93,153,3
157,123,1
27,100,1
74,154,2
83,35,1
112,110,2
39,136,1
66,21,3
191,133,1
177,118,59
66,32,2
9,161,1
71,188,1
95,160,5
77,140,7
65,108,1
87,41,1
23,44,1
24,193,1
97,122,1
24,59,1
124,1,1
19,67,1
89,147,1
1,53,1
35,79,1
196,167,1
181,192,1
97,47,1
142,43,1
116,55,1
110,180,10
69,128,1
92,102,2
127,83,1
51,7,1
185,125,5
186,103,1
26,196,2
155,5,5
3,24,3
28,147,7
129,132,3
144,35,1
34,188,2
20,96,4
115,73,1
5,176,1
3,184,1
130,9,1
12,162,6
178,10,2
183,78,3
9,194,1
176,180,4
37,186,1
101,81,1
104,92,4
187,162,1
69,83,1
95,5,5
136,182,2
34,185,1
2,137,1
184,11,1
167,1,1
27,180,9
79,19,1
116,124,4
189,73,1
111,129,3
86,47,1
33,196,1
176,48,16
196,89,1
22,49,1
91,137,1
168,60,12
103,2,1
67,4,1
121,86,1
197,181,1
181,106,1
20,80,20
117,137,1
156,7,1
191,23,1
122,33,1
181,110,1
146,102,2
112,59,1
56,167,1
108,167,1
94,73,1
165,188,1
197,109,1
129,113,1
93,175,1
75,164,1
103,152,1
43,117,1
20,51,1
8,102,2
71,138,1
134,131,1
92,195,1
194,72,2
38,69,1
26,86,2
177,186,3
1,100,1
116,54,2
16,26,2
37,84,1
2,185,1
101,189,1
61,93,1
76,103,1
4,113,1
183,125,1
174,41,1
76,7,1
97,46,1
196,35,7
40,183,1
54,171,9
25,83,1
68,154,2
168,7,7
111,139,1
31,43,1
195,170,5
22,62,2
89,53,1
89,142,1
27,71,1
80,78,2
73,20,1
155,101,1
98,172,2
176,53,1
1,92,1
67,130,1
16,27,1
162,151,1
150,103,1
148,67,1
16,119,1
113,115,1
72,192,24
63,98,7
136,133,1
182,105,7
166,165,1
54,28,2
168,117,3
46,51,1
119,70,7
40,74,2
195,114,3
43,46,1
131,185,1
14,22,2
93,33,3
111,148,37
179,62,1
194,54,2
77,36,1
175,132,1
199,110,1
157,67,1
141,152,1
60,150,30
55,20,5
100,42,2
158,168,2
163,166,1
170,41,1
150,39,3
36,101,1
194,154,2
154,169,1
173,139,1
159,181,1
49,149,1
34,53,1
175,142,1
106,44,2
133,86,1
102,96,6
48,75,3
62,177,1
5,165,5
90,188,2
138,197,1
70,146,2
4,141,1
8,182,2
120,139,1
139,195,1
137,50,1
84,133,7
132,111,3
94,54,2
180,20,20
155,63,1
89,63,1
178,126,2
131,111,1
83,155,1
42,10,2
41,187,1
121,126,1
174,173,1
140,4,4
191,196,1
51,5,1
156,99,3
15,119,1
180,98,2
92,23,23
21,161,7
10,115,5
129,196,1
122,117,1
186,119,1
182,196,14
81,154,1
179,56,1
23,181,1
129,52,1
50,104,2
106,150,2
183,165,3
102,176,2
176,5,1
187,166,1
145,29,29
49,171,1
188,107,1
179,5,1
117,58,1
97,122,1
70,76,2
163,108,1
74,42,2
56,55,1
169,157,1
127,105,1
150,70,10
12,18,6
87,64,1
92,138,46
144,125,1
83,147,1
142,13,1
148,104,4
151,6,1
90,39,3
104,129,1
128,26,2
22,140,2
27,72,9
174,58,58
94,45,1
146,149,1
113,104,1
180,10,10
48,43,1
6,151,1
186,7,1
166,83,83
136,123,1
131,33,1
112,82,2
101,84,1
14,144,2
83,171,1
143,11,11
42,95,1
61,73,1
134,154,2
185,190,5
98,5,1
198,51,3
143,117,13
95,53,1
175,33,1
35,190,5
122,82,2
86,12,2
126,142,2
68,151,1
38,186,2
84,83,1
114,117,3
196,4,4
142,157,1
177,135,3
80,133,1
61,117,1
78,161,1
56,152,8
199,173,1
65,199,1
118,63,1
91,170,1
165,53,1
72,183,3
111,9,3
124,15,1
174,135,3
123,32,1
109,25,1
72,45,9
107,106,1
35,142,1
43,24,1
131,133,1
144,94,2
40,128,8
59,171,1
60,174,6
129,27,3
14,26,2
29,33,1
45,160,5
91,67,1
15,158,1
102,123,3
44,47,1
39,79,1
93,63,3
20,114,2
344,376,8
366,350,2
337,233,1
355,277,1
327,393,3
244,265,1
332,356,4
313,327,1
341,209,11
368,398,2
216,229,1
325,250,25
321,244,1
291,364,1
399,367,1
370,315,5
396,335,1
272,327,1
276,211,1
374,334,2
292,357,1
373,294,1
374,310,2
395,387,1
249,287,1
270,325,5
387,396,9
216,250,2
299,304,1
301,309,1
297,328,1
213,285,3
235,311,1
268,383,1
372,207,3
374,260,2
326,338,2
397,317,1
291,229,1
344,277,1
393,334,1
317,327,1
396,328,4
372,313,1
220,306,2
272,388,4
343,258,1
224,308,28
230,319,1
372,280,4
349,327,1
306,289,17
370,393,1
373,254,1
271,210,1
305,277,1
209,224,1
386,332,2
251,316,1
299,334,1
368,341,1
229,257,1
206,330,2
322,327,1
382,385,1
285,393,3
281,399,1
232,213,1
351,243,27
358,258,2
266,240,2
206,207,1
200,251,1
228,355,1
300,369,3
202,331,1
360,332,4
361,246,1
206,270,2
372,290,2
266,231,7
327,380,1
222,244,2
356,251,1
205,297,1
297,332,1
301,323,1
207,380,1
223,393,1
338,382,2
355,232,1
299,307,1
264,224,8
257,358,1
285,391,1
292,318,2
314,218,2
285,248,1
211,364,1
361,260,1
247,223,1
320,272,16
295,276,1
312,284,4
245,389,1
302,384,2
383,298,1
302,322,2
253,374,11
275,357,1
377,242,1
283,259,1
361,258,1
300,383,1
320,337,1
281,247,1
328,294,2
211,218,1
300,397,1
344,245,1
368,268,4
289,324,1
336,324,12
360,382,2
361,235,1
251,210,1
283,366,1
234,302,2
390,232,2
257,358,1
361,277,1
288,241,1
357,205,1
234,388,2
376,265,1
306,315,9
296,292,4
278,304,2
320,396,4
231,302,1
271,317,1
288,373,1
285,320,5
206,290,2
310,254,2
225,228,3
372,221,1
220,256,4
266,275,1
378,331,1
250,223,1
248,255,1
279,205,1
255,200,5
237,394,1
209,225,1
276,210,6
213,211,1
221,369,1
360,267,3
383,205,1
277,210,1
230,270,10
240,270,30
300,329,1
371,214,1
235,393,1
378,247,1
243,280,1
321,234,3
377,356,1
390,240,30
289,294,1
222,239,1
305,369,1
348,245,1
286,271,1
275,330,55
336,371,7
376,232,8
398,372,2
336,332,4
353,334,1
281,256,1
294,292,2
278,323,1
233,288,1
339,251,1
347,302,1
329,353,1
345,343,1
308,317,1
351,339,3
317,206,1
218,380,2
279,249,3
214,387,1
350,289,1
397,357,1
371,285,1
204,356,4
247,214,1
323,321,1
357,366,3
341,217,31
211,213,1
254,220,2
256,294,2
247,209,19
271,375,1
216,257,1
322,295,1
346,275,1
286,367,1
267,303,3
351,358,1
217,336,7
279,377,1
212,334,2
324,298,2
372,267,3
363,381,3
267,287,1
351,274,1
226,340,2
246,335,1
398,294,2
209,310,1
323,366,1
226,387,1
364,203,7
382,282,2
290,372,2
268,289,1
363,348,3
293,247,1
386,239,1
229,255,1
265,253,1
273,399,21
283,289,1
231,356,1
263,285,1
286,345,1
328,348,4
317,296,1
282,395,1
305,382,1
267,227,1
335,329,1
317,276,1
245,277,1
310,249,1
287,332,1
385,304,1
284,302,2
260,279,1
258,226,2
277,306,1
202,266,2
302,211,1
225,251,1
395,299,1
313,290,1
279,360,9
387,264,3
202,230,2
357,219,3
306,346,2
203,304,1
329,341,1
318,342,6
313,246,1
344,234,2
344,388,4
269,200,1
212,292,4
218,348,2
342,371,1
395,243,1
230,337,1
371,333,1
252,378,126
216,376,8
395,298,1
220,222,2
377,265,1
263,283,1
239,274,1
277,261,1
307,260,1
328,295,1
256,287,1
258,395,1
340,305,5
263,374,1
276,332,4
288,252,36
305,243,1
232,304,8
232,364,4
320,258,2
377,211,1
300,209,1
284,207,1
334,391,1
264,376,8
397,211,1
203,344,1
213,318,3
325,398,1
385,368,1
278,236,2
246,307,1
246,236,2
279,306,9
325,250,25
236,280,4
352,211,1
324,341,1
338,356,2
206,300,2
216,239,1
336,353,1
357,287,7
296,254,2
304,286,2
328,224,8
308,222,2
318,365,1
355,221,1
247,306,1
311,210,1
